"Gene.stable.ID","Gene.name"
"ENSMUSG00000121432","Gm70855"
"ENSMUSG00000129494","Gm70370"
"ENSMUSG00000109521","Or4k39"
"ENSMUSG00000096703","Or4k40"
"ENSMUSG00000063305","Psg20"
"ENSMUSG00000129509","Gm36148"
"ENSMUSG00000085816","Gm13052"
"ENSMUSG00000085869","Gm16079"
"ENSMUSG00000095586","Or4k41"
"ENSMUSG00000011263","Exoc3l2"
"ENSMUSG00000044039","Or4g7"
"ENSMUSG00000061195","Or4f4b"
"ENSMUSG00000129520","Gm70372"
"ENSMUSG00000086074","Gm13274"
"ENSMUSG00000091638","Vmn1r113"
"ENSMUSG00000129537","Gm70373"
"ENSMUSG00000090330","9130221H12Rik"
"ENSMUSG00000129564","Gm70375"
"ENSMUSG00000095809","Or4k42"
"ENSMUSG00000060188","Cxcl17"
"ENSMUSG00000093436","Gm20646"
"ENSMUSG00000040488","Ltbp4"
"ENSMUSG00000108891","Or4f4-ps1"
"ENSMUSG00000094074","Or4k43-ps1"
"ENSMUSG00000109287","Gm44713"
"ENSMUSG00000109547","Or4k44"
"ENSMUSG00000030344","Akap3"
"ENSMUSG00000086290","Snhg12"
"ENSMUSG00000097648","9330185C12Rik"
"ENSMUSG00000108919","Or4k45"
"ENSMUSG00000098516","Mir7651"
"ENSMUSG00000071866","Ppia"
"ENSMUSG00000109801","Or4f14d"
"ENSMUSG00000129600","Gm70382"
"ENSMUSG00000050776","Or4f47"
"ENSMUSG00000049758","Or4f62"
"ENSMUSG00000030345","Dyrk4"
"ENSMUSG00000109522","Olfr1319-ps1"
"ENSMUSG00000129639","Gm70384"
"ENSMUSG00000027134","Lpcat4"
"ENSMUSG00000129645","Gm53575"
"ENSMUSG00000129655","Gm70385"
"ENSMUSG00000100798","Gm19589"
"ENSMUSG00000041126","H2az2"
"ENSMUSG00000129676",""
"ENSMUSG00000103288","Gm37273"
"ENSMUSG00000129708","Gm70393"
"ENSMUSG00000079988","Gm11970"
"ENSMUSG00000129717","Gm70396"
"ENSMUSG00000083693","Gm11971"
"ENSMUSG00000084280","Gm11972"
"ENSMUSG00000129759","Gm70397"
"ENSMUSG00000094483","Purb"
"ENSMUSG00000129772","Gm46202"
"ENSMUSG00000041358","Nutm1"
"ENSMUSG00000030346","Rad51ap1"
"ENSMUSG00000092885","Gm22123"
"ENSMUSG00000020437","Myo1g"
"ENSMUSG00000098206","Mir181a-1hg"
"ENSMUSG00000027133","Nop10"
"ENSMUSG00000099284","Mir7026"
"ENSMUSG00000119880","Gm22716"
"ENSMUSG00000077254","Gm26079"
"ENSMUSG00000109033","Or4f14c"
"ENSMUSG00000118827","Gm22583"
"ENSMUSG00000029507","Pus1"
"ENSMUSG00000027596","a"
"ENSMUSG00000084897","Gm14226"
"ENSMUSG00000027597","Ahcy"
"ENSMUSG00000106878","Gm17808"
"ENSMUSG00000030347","D6Wsu163e"
"ENSMUSG00000121019","Gm57163"
"ENSMUSG00000099343","Gm28836"
"ENSMUSG00000086654","Gm13165"
"ENSMUSG00000087254","2310005A03Rik"
"ENSMUSG00000129833","Gm70408"
"ENSMUSG00000087887","Gm23598"
"ENSMUSG00000027454","Gins1"
"ENSMUSG00000129834","Gm70409"
"ENSMUSG00000129846","Gm70410"
"ENSMUSG00000087513","Gm13236"
"ENSMUSG00000079564","Gm11149"
"ENSMUSG00000129847","Gm70411"
"ENSMUSG00000129871","Gm70412"
"ENSMUSG00000101693","Gm19461"
"ENSMUSG00000082341","Gm14143"
"ENSMUSG00000030004","Nat8"
"ENSMUSG00000068115","Ninl"
"ENSMUSG00000029512","Ulk1"
"ENSMUSG00000097195","Snhg5"
"ENSMUSG00000134613","Gm68507"
"ENSMUSG00000129885","Gm32947"
"ENSMUSG00000129908","Gm70415"
"ENSMUSG00000129909","Gm70417"
"ENSMUSG00000129927","Gm70418"
"ENSMUSG00000040078","Ptges3-ps"
"ENSMUSG00000101586","Gm29017"
"ENSMUSG00000134652","Gm67358"
"ENSMUSG00000129962","Gm70422"
"ENSMUSG00000103961","Gm55759"
"ENSMUSG00000129978","Gm70423"
"ENSMUSG00000120458","Gm33667"
"ENSMUSG00000134689","Gm38847"
"ENSMUSG00000129990","Gm70424"
"ENSMUSG00000130019","Gm70425"
"ENSMUSG00000130052","Gm70426"
"ENSMUSG00000033634","Nat8f2"
"ENSMUSG00000121653","Gm70427"
"ENSMUSG00000130062","Gm70429"
"ENSMUSG00000106784","Gm43309"
"ENSMUSG00000068299","Nat8f4"
"ENSMUSG00000130088","Gm70431"
"ENSMUSG00000121483","Gm70432"
"ENSMUSG00000130163","Gm70433"
"ENSMUSG00000064513","Snora9"
"ENSMUSG00000088688","Gm24000"
"ENSMUSG00000084231","Gm11975"
"ENSMUSG00000020412","Ascc2"
"ENSMUSG00000057103","Nat8f1"
"ENSMUSG00000120782","Gm57174"
"ENSMUSG00000054226","Tprkb"
"ENSMUSG00000011751","Sptbn4"
"ENSMUSG00000130186","Gm70436"
"ENSMUSG00000084264","Gm14142"
"ENSMUSG00000082375","Gm14141"
"ENSMUSG00000130202","Gm70438"
"ENSMUSG00000053916","Nanp"
"ENSMUSG00000130211","4930487H11Rik"
"ENSMUSG00000088444","Gm22187"
"ENSMUSG00000119619","Gm24199"
"ENSMUSG00000089699","Gm1992"
"ENSMUSG00000079006","Gm14151"
"ENSMUSG00000090031","4732440D04Rik"
"ENSMUSG00000079005","Gm14147"
"ENSMUSG00000119215","Gm22517"
"ENSMUSG00000130304","Gm70440"
"ENSMUSG00000089575","Gm23005"
"ENSMUSG00000119806","Gm24077"
"ENSMUSG00000119525","Gm23261"
"ENSMUSG00000130320","Gm70442"
"ENSMUSG00000083391","Gm14148"
"ENSMUSG00000068686","Cd59b"
"ENSMUSG00000130331","Gm70444"
"ENSMUSG00000130349","Gm70445"
"ENSMUSG00000045815","1700101I19Rik"
"ENSMUSG00000097677","Gm26611"
"ENSMUSG00000130514","Gm70452"
"ENSMUSG00000130546","Gm70453"
"ENSMUSG00000130606","Gm70454"
"ENSMUSG00000130612","Gm70455"
"ENSMUSG00000130614","Gm70456"
"ENSMUSG00000095348","Gm3892"
"ENSMUSG00000130625","Gm70457"
"ENSMUSG00000082671","Gm14006"
"ENSMUSG00000082350","Gm14008"
"ENSMUSG00000130681","Gm31640"
"ENSMUSG00000074812","Spdye4c"
"ENSMUSG00000130684","Gm70458"
"ENSMUSG00000130690","Gm70459"
"ENSMUSG00000130720","Gm70461"
"ENSMUSG00000080237","Gm14239"
"ENSMUSG00000083341","Gm14238"
"ENSMUSG00000130771","Gm41935"
"ENSMUSG00000027603","Ggt7"
"ENSMUSG00000097967","Gm27002"
"ENSMUSG00000043510","Hscb"
"ENSMUSG00000100147","1700047M11Rik"
"ENSMUSG00000059534","Uqcr10"
"ENSMUSG00000099266","1700063H06Rik"
"ENSMUSG00000120044","Gm35510"
"ENSMUSG00000099722","Gm29154"
"ENSMUSG00000009076","Zmat5"
"ENSMUSG00000121438",""
"ENSMUSG00000029521","Chek2"
"ENSMUSG00000009075","Cabp7"
"ENSMUSG00000106965","Gm18290"
"ENSMUSG00000027605","Acss2"
"ENSMUSG00000127733","Gm68514"
"ENSMUSG00000089634","Nat8b-ps"
"ENSMUSG00000122077","Gm70645"
"ENSMUSG00000107203","Gm7542"
"ENSMUSG00000082049","Gm12105"
"ENSMUSG00000079890","Gm12106"
"ENSMUSG00000030002","Dusp11"
"ENSMUSG00000123583","Gm42266"
"ENSMUSG00000108605","Or1e1d"
"ENSMUSG00000038909","Kat7"
"ENSMUSG00000104602","Gm42779"
"ENSMUSG00000081104","Gm15989"
"ENSMUSG00000029470","P2rx4"
"ENSMUSG00000124661","Gm70651"
"ENSMUSG00000030592","Ryr1"
"ENSMUSG00000130815","Gm70470"
"ENSMUSG00000130834","Gm70471"
"ENSMUSG00000124861","Gm70652"
"ENSMUSG00000107230","Gm19265"
"ENSMUSG00000130854","Gm70473"
"ENSMUSG00000130857","Gm70474"
"ENSMUSG00000130871","Gm70476"
"ENSMUSG00000124961",""
"ENSMUSG00000130891","Gm39741"
"ENSMUSG00000123509","Gm33319"
"ENSMUSG00000130917","Gm70478"
"ENSMUSG00000104011","Gm32391"
"ENSMUSG00000123594","Gm66378"
"ENSMUSG00000030001","Figla"
"ENSMUSG00000093624","Mipep-ps"
"ENSMUSG00000093687","Gm20637"
"ENSMUSG00000027610","Gss"
"ENSMUSG00000110916","2310003N18Rik"
"ENSMUSG00000130928","Gm70481"
"ENSMUSG00000130946","Gm70484"
"ENSMUSG00000111854","Gm48740"
"ENSMUSG00000130949","Gm70485"
"ENSMUSG00000130988","Gm39690"
"ENSMUSG00000111867","Gm31013"
"ENSMUSG00000131005","Gm70489"
"ENSMUSG00000131023","Gm70492"
"ENSMUSG00000131032","Gm33774"
"ENSMUSG00000131038","Gm70493"
"ENSMUSG00000102234","Gm37885"
"ENSMUSG00000099669","Gm29012"
"ENSMUSG00000131086","Gm41938"
"ENSMUSG00000120338","Gm57048"
"ENSMUSG00000121042","Gm33887"
"ENSMUSG00000121649","Gm70223"
"ENSMUSG00000029471","Camkk2"
"ENSMUSG00000123013","Gm70224"
"ENSMUSG00000125209","1700024K11Rik"
"ENSMUSG00000131127","Gm41937"
"ENSMUSG00000127630","Gm70229"
"ENSMUSG00000128423","Gm70231"
"ENSMUSG00000085317","Gssos2"
"ENSMUSG00000130430","Gm70233"
"ENSMUSG00000085010","Gssos1"
"ENSMUSG00000087616","Gm14257"
"ENSMUSG00000074652","Myh7b"
"ENSMUSG00000131131","Gm35023"
"ENSMUSG00000132277","Gm70235"
"ENSMUSG00000133701","Gm70236"
"ENSMUSG00000133887","Gm70237"
"ENSMUSG00000135913","Gm70242"
"ENSMUSG00000131159","Gm70498"
"ENSMUSG00000131161","Gm70499"
"ENSMUSG00000139214","Gm70245"
"ENSMUSG00000131175","Gm70500"
"ENSMUSG00000143914","Gm70248"
"ENSMUSG00000103692","4930503O07Rik"
"ENSMUSG00000144146","Gm70250"
"ENSMUSG00000093619","4930535L15Rik"
"ENSMUSG00000076312","Mir499"
"ENSMUSG00000038324","Trpc4ap"
"ENSMUSG00000020297","Nsg2"
"ENSMUSG00000081613","Gm12109"
"ENSMUSG00000020279","Il9r"
"ENSMUSG00000097623","B230323A14Rik"
"ENSMUSG00000091528","Vmn2r-ps158"
"ENSMUSG00000030739","Myh14"
"ENSMUSG00000040767","Snrnp25"
"ENSMUSG00000131226","Gm31988"
"ENSMUSG00000131239","Gm70502"
"ENSMUSG00000131260","Gm70503"
"ENSMUSG00000131278","Gm70504"
"ENSMUSG00000111169","Gm34004"
"ENSMUSG00000120948","Gm57152"
"ENSMUSG00000131283","Gm34477"
"ENSMUSG00000020282","Rhbdf1"
"ENSMUSG00000105613","Gm43684"
"ENSMUSG00000131284","Gm70505"
"ENSMUSG00000029472","Anapc5"
"ENSMUSG00000131291","Gm70506"
"ENSMUSG00000131314","Gm70507"
"ENSMUSG00000101674","4930444A19Rik"
"ENSMUSG00000111354","Gm33914"
"ENSMUSG00000111221","Gm47133"
"ENSMUSG00000088695","Gm22334"
"ENSMUSG00000131318","Gm70508"
"ENSMUSG00000038312","Edem2"
"ENSMUSG00000131320","Gm70509"
"ENSMUSG00000131329","Gm70510"
"ENSMUSG00000102063","Gm28706"
"ENSMUSG00000102060","1700061E17Rik"
"ENSMUSG00000131366","Gm70511"
"ENSMUSG00000131380","Gm32767"
"ENSMUSG00000131427","Gm70512"
"ENSMUSG00000131435","Gm70513"
"ENSMUSG00000020287","Mpg"
"ENSMUSG00000131460","Gm35242"
"ENSMUSG00000125088","Gm70669"
"ENSMUSG00000100811","Gm29083"
"ENSMUSG00000027611","Procr"
"ENSMUSG00000125749","Gm70670"
"ENSMUSG00000092727","Mir3062"
"ENSMUSG00000119033","Gm25819"
"ENSMUSG00000020898","Ctc1"
"ENSMUSG00000126080","Gm70671"
"ENSMUSG00000126789","Gm54267"
"ENSMUSG00000027612","Mmp24"
"ENSMUSG00000131476","Gm70514"
"ENSMUSG00000126950","Gm70673"
"ENSMUSG00000100546","Gm29483"
"ENSMUSG00000129446","Gm70674"
"ENSMUSG00000130254","Gm42341"
"ENSMUSG00000134044","Gm70675"
"ENSMUSG00000138136","Gm70676"
"ENSMUSG00000131496","Gm70518"
"ENSMUSG00000074649","Mmp24os1"
"ENSMUSG00000131503","Gm70520"
"ENSMUSG00000131513","Gm70521"
"ENSMUSG00000103662","Gm34294"
"ENSMUSG00000047907","Tshz2"
"ENSMUSG00000103935","AY702102"
"ENSMUSG00000097736","9530059O14Rik"
"ENSMUSG00000016253","Nelfcd"
"ENSMUSG00000131524","Gm70522"
"ENSMUSG00000139212","Gm52739"
"ENSMUSG00000097281","Gm26685"
"ENSMUSG00000142145","Gm70678"
"ENSMUSG00000142232","Ccl19-ps1"
"ENSMUSG00000143506",""
"ENSMUSG00000131536","Gm70524"
"ENSMUSG00000131543","Gm70525"
"ENSMUSG00000016256","Ctsz"
"ENSMUSG00000073739","Gm16287"
"ENSMUSG00000131560","Gm70527"
"ENSMUSG00000131584","Gm70528"
"ENSMUSG00000111398","D330037F02Rik"
"ENSMUSG00000082641","Rpl30-ps5"
"ENSMUSG00000144216",""
"ENSMUSG00000016255","Tubb1"
"ENSMUSG00000131588","Gm70529"
"ENSMUSG00000131592","Gm70530"
"ENSMUSG00000074793","Hspa12b"
"ENSMUSG00000052512","Nav2"
"ENSMUSG00000131597","Gm70531"
"ENSMUSG00000110862","Gm35835"
"ENSMUSG00000131599","Gm70532"
"ENSMUSG00000131606","Gm70533"
"ENSMUSG00000144217","Gm70691"
"ENSMUSG00000120194","Gm57153"
"ENSMUSG00000131618","Gm70534"
"ENSMUSG00000131630","Gm70535"
"ENSMUSG00000131675","Gm39616"
"ENSMUSG00000131678","Gm51653"
"ENSMUSG00000131689","Gm70536"
"ENSMUSG00000131701","Gm53549"
"ENSMUSG00000144218","Gm70700"
"ENSMUSG00000027327","Adissp"
"ENSMUSG00000121464","Gm70702"
"ENSMUSG00000131718","Gm70537"
"ENSMUSG00000131783","Gm70538"
"ENSMUSG00000131784","Gm70539"
"ENSMUSG00000131797","Gm70540"
"ENSMUSG00000054885","4930578G10Rik"
"ENSMUSG00000104328","Gm37323"
"ENSMUSG00000110827","Gm32281"
"ENSMUSG00000027329","Spef1"
"ENSMUSG00000120809","Gm57031"
"ENSMUSG00000020897","Aurkb"
"ENSMUSG00000111800","Gm31557"
"ENSMUSG00000068267","Cenpb"
"ENSMUSG00000100217","9930111H07Rik"
"ENSMUSG00000027384","Ndufaf5"
"ENSMUSG00000074071","Fam169b"
"ENSMUSG00000111334","Gm30015"
"ENSMUSG00000120000","Gm35992"
"ENSMUSG00000045176","Borcs6"
"ENSMUSG00000131845",""
"ENSMUSG00000060441","Trim5"
"ENSMUSG00000020895","Tmem107"
"ENSMUSG00000131862","Gm70541"
"ENSMUSG00000131911","4933417C20Rik"
"ENSMUSG00000131914","Gm70543"
"ENSMUSG00000090215","Trim34b"
"ENSMUSG00000131916","Gm70544"
"ENSMUSG00000027022","Xirp2"
"ENSMUSG00000120377","Gm57112"
"ENSMUSG00000131931","Gm31101"
"ENSMUSG00000043073","Usp17le"
"ENSMUSG00000037974","Muc5ac"
"ENSMUSG00000086856","Gm16080"
"ENSMUSG00000064899","Snord118"
"ENSMUSG00000084069","Gm12306"
"ENSMUSG00000073652","Apol7d"
"ENSMUSG00002076525","Gm56054"
"ENSMUSG00000020894","Vamp2"
"ENSMUSG00000111532","Gm36485"
"ENSMUSG00000020893","Per1"
"ENSMUSG00000054759","Krtap5-2"
"ENSMUSG00000066101","Gm10153"
"ENSMUSG00000046248","Krtap5-3"
"ENSMUSG00000066100","Krtap5-1"
"ENSMUSG00000084761","Gm12406"
"ENSMUSG00000061723","Tnnt3"
"ENSMUSG00000086187","Gm12860"
"ENSMUSG00000111225","Gm47790"
"ENSMUSG00000131940","Gm70545"
"ENSMUSG00000099808","1700019P21Rik"
"ENSMUSG00000131974","Gm70546"
"ENSMUSG00000131975","Gm70547"
"ENSMUSG00000079045","Prox1os"
"ENSMUSG00000111229","Gm39323"
"ENSMUSG00000088043","Gm23328"
"ENSMUSG00000087467","Gm13601"
"ENSMUSG00000098299","Mir7224"
"ENSMUSG00000097067","Gm26743"
"ENSMUSG00000083910","Gm13604"
"ENSMUSG00000087238","Gm12865"
"ENSMUSG00000026773","Pfkfb3"
"ENSMUSG00000098127","Gm4665"
"ENSMUSG00000087417","Gm13001"
"ENSMUSG00000099724","4930554C24Rik"
"ENSMUSG00000120546","Gm34343"
"ENSMUSG00000029474","Rnf34"
"ENSMUSG00000029475","Kdm2b"
"ENSMUSG00000111673","Gm29724"
"ENSMUSG00000120181","Gm57074"
"ENSMUSG00000086978","4933435F18Rik"
"ENSMUSG00000023781","Hes7"
"ENSMUSG00000087577","Gm13299"
"ENSMUSG00000132017","Gm70548"
"ENSMUSG00000099878","Gm28178"
"ENSMUSG00000020892","Aloxe3"
"ENSMUSG00000132042","Gm70549"
"ENSMUSG00000098959","Gm27230"
"ENSMUSG00000132054","Gm70550"
"ENSMUSG00000132085","Gm70551"
"ENSMUSG00000132091","Gm29822"
"ENSMUSG00000132120","Gm70552"
"ENSMUSG00000132131","Gm70553"
"ENSMUSG00000132153","Gm35171"
"ENSMUSG00000132158","Gm51638"
"ENSMUSG00000111645","Gm32171"
"ENSMUSG00000102777","Gm38161"
"ENSMUSG00000099839","Gm29374"
"ENSMUSG00000100247","A530053M12Rik"
"ENSMUSG00000132226","Gm70554"
"ENSMUSG00000132227","Gm70555"
"ENSMUSG00000085822","Gm15584"
"ENSMUSG00000032807","Alox12b"
"ENSMUSG00000125597","Gm67944"
"ENSMUSG00000119963","Gm57068"
"ENSMUSG00000143786","Gm69883"
"ENSMUSG00000144112","Gm69919"
"ENSMUSG00000121618","Gm50605"
"ENSMUSG00000130567","Gm68498"
"ENSMUSG00000087316","Gm11917"
"ENSMUSG00000134322","Gm68941"
"ENSMUSG00000127662","Gm34156"
"ENSMUSG00000132063","Gm68724"
"ENSMUSG00000136961","Gm69576"
"ENSMUSG00000143844","Gm69894"
"ENSMUSG00000128357","Gm52482"
"ENSMUSG00000128452","Gm68309"
"ENSMUSG00000135078","Gm69366"
"ENSMUSG00000123266","Gm67637"
"ENSMUSG00000139997","Gm46719"
"ENSMUSG00000137287","Gm69172"
"ENSMUSG00000132257","Gm70556"
"ENSMUSG00000136815","Gm69973"
"ENSMUSG00000132263","Gm70557"
"ENSMUSG00000123093","Gm68270"
"ENSMUSG00000125627","Gm67964"
"ENSMUSG00000132290","Gm33817"
"ENSMUSG00000132312","Gm51768"
"ENSMUSG00000123051","Gm68265"
"ENSMUSG00000131035","Gm68562"
"ENSMUSG00000132315","Gm70559"
"ENSMUSG00000143688","Gm70354"
"ENSMUSG00000134507","Gm68956"
"ENSMUSG00000132325","Gm70560"
"ENSMUSG00000121088","Gm57138"
"ENSMUSG00000133932","Gm68912"
"ENSMUSG00000123611","Gm68349"
"ENSMUSG00000134457","Gm69306"
"ENSMUSG00000111871","Gm47557"
"ENSMUSG00000120108","Gm31870"
"ENSMUSG00000020891","Alox8"
"ENSMUSG00000111489","1700019J19Rik"
"ENSMUSG00000124983","Gm68535"
"ENSMUSG00000140159","Gm69991"
"ENSMUSG00000025330","Padi4"
"ENSMUSG00000111479","Gm47559"
"ENSMUSG00000111803","Gm47564"
"ENSMUSG00000111695","Gm47565"
"ENSMUSG00000111097","Gm34069"
"ENSMUSG00000132352","Gm51648"
"ENSMUSG00000032009","Sesn3"
"ENSMUSG00000085391","Gm16150"
"ENSMUSG00000025328","Padi3"
"ENSMUSG00000132380","Gm70561"
"ENSMUSG00000132383","Gm70562"
"ENSMUSG00000132403","Gm70563"
"ENSMUSG00000132463","Gm70564"
"ENSMUSG00000104072","4930448I06Rik"
"ENSMUSG00000020890","Gucy2e"
"ENSMUSG00000132507","Gm70565"
"ENSMUSG00000132530","Gm70566"
"ENSMUSG00000121791",""
"ENSMUSG00000085918","Gm13032"
"ENSMUSG00000132547","Gm41926"
"ENSMUSG00000025329","Padi1"
"ENSMUSG00000111555","Gm47326"
"ENSMUSG00000037419","Endod1"
"ENSMUSG00000132571","Gm70568"
"ENSMUSG00000132578","Gm53520"
"ENSMUSG00000111451","Gm47321"
"ENSMUSG00000111786","Gm47319"
"ENSMUSG00000132589","Gm70569"
"ENSMUSG00000111426","Gm47318"
"ENSMUSG00000111252","Gm47317"
"ENSMUSG00000098832","Kdm4dl"
"ENSMUSG00000132610","Gm70570"
"ENSMUSG00000132620","Gm36561"
"ENSMUSG00000053914","Kdm4d"
"ENSMUSG00000087045","4930515B02Rik"
"ENSMUSG00000004096","Cwc15"
"ENSMUSG00000132628","Gm70572"
"ENSMUSG00000089438","Gm23194"
"ENSMUSG00000032782","Cntrob"
"ENSMUSG00000132650","Gm70573"
"ENSMUSG00000132663","Gm70574"
"ENSMUSG00000132703","Gm70575"
"ENSMUSG00000028927","Padi2"
"ENSMUSG00000132731","Gm70577"
"ENSMUSG00000121003","Gm57160"
"ENSMUSG00000132761","Gm70579"
"ENSMUSG00000105979","Gm43411"
"ENSMUSG00000132768","Gm70580"
"ENSMUSG00000111612","Gm47090"
"ENSMUSG00000105311","Gm44574"
"ENSMUSG00000013076","Amotl1"
"ENSMUSG00000101922","Gm29345"
"ENSMUSG00000049686","Orai1"
"ENSMUSG00000132776","Gm31986"
"ENSMUSG00000132823","Gm33970"
"ENSMUSG00000101600","4930599A14Rik"
"ENSMUSG00000029477","Morn3"
"ENSMUSG00000132855","Gm36184"
"ENSMUSG00000099459","Gm28556"
"ENSMUSG00000101968","Teshl"
"ENSMUSG00000064443","Gm26226"
"ENSMUSG00000087698","Gm13031"
"ENSMUSG00000111540","4930584E12Rik"
"ENSMUSG00000111198","Gm34263"
"ENSMUSG00000009863","Sdhb"
"ENSMUSG00000105107","Gm43412"
"ENSMUSG00000080836","Gm6444"
"ENSMUSG00000054434","Tmem120b"
"ENSMUSG00000049299","Trappc1"
"ENSMUSG00000111085","Gm7607"
"ENSMUSG00000111330","Gm19790"
"ENSMUSG00000111483","Gm18997"
"ENSMUSG00000036912","Piwil4"
"ENSMUSG00000036622","Atp13a2"
"ENSMUSG00000018470","Kcnab3"
"ENSMUSG00000074508","Gm10706"
"ENSMUSG00000043419","Rnf227"
"ENSMUSG00000082564","Gm15586"
"ENSMUSG00000049307","Fut4"
"ENSMUSG00000031927","1700012B09Rik"
"ENSMUSG00000132892","Gm70583"
"ENSMUSG00000018474","Chd3"
"ENSMUSG00000102885","Gm37280"
"ENSMUSG00000132905","Gm70584"
"ENSMUSG00000132917","Gm70585"
"ENSMUSG00000132935","Gm70586"
"ENSMUSG00000132941","Gm70587"
"ENSMUSG00000132948","Gm37120"
"ENSMUSG00000031931","Ankrd49"
"ENSMUSG00000132983","Gm70590"
"ENSMUSG00000132989","Gm70591"
"ENSMUSG00000087093","Gm15486"
"ENSMUSG00000029449","Rhof"
"ENSMUSG00000102329","Gm10851"
"ENSMUSG00000102376","Gm37975"
"ENSMUSG00000037197","Rbm17"
"ENSMUSG00000031928","Mre11a"
"ENSMUSG00000133027","Gm70592"
"ENSMUSG00000133042","Gm70593"
"ENSMUSG00000133058","Gm70594"
"ENSMUSG00000133076","Gm36102"
"ENSMUSG00000104951","Gm43413"
"ENSMUSG00000082532","Rpl31-ps6"
"ENSMUSG00000082727","Gm13260"
"ENSMUSG00000026770","Il2ra"
"ENSMUSG00000029437","Il31"
"ENSMUSG00000133077","Gm70595"
"ENSMUSG00000133079","Gm70596"
"ENSMUSG00000099665","Gm29482"
"ENSMUSG00000063409","Lrrc43"
"ENSMUSG00000133121","Gm70597"
"ENSMUSG00000133139","Gm70598"
"ENSMUSG00000133141","Gm39646"
"ENSMUSG00000133147","Gm70599"
"ENSMUSG00000133158","Gm70600"
"ENSMUSG00000133178","Gm70602"
"ENSMUSG00000133197","Gm70603"
"ENSMUSG00000121237","Gm31974"
"ENSMUSG00000104101","Gm37881"
"ENSMUSG00000133205","Gm70604"
"ENSMUSG00000023206","Il15ra"
"ENSMUSG00000120921","Gm57145"
"ENSMUSG00000133244","Gm70605"
"ENSMUSG00000133254","Gm70606"
"ENSMUSG00000144228",""
"ENSMUSG00000133258","Gm70607"
"ENSMUSG00000060572","Mfap2"
"ENSMUSG00000133285","Gm70609"
"ENSMUSG00000101112","Gm29185"
"ENSMUSG00000040860","Crocc"
"ENSMUSG00000133288","Gm70610"
"ENSMUSG00000133294","Gm70611"
"ENSMUSG00000133331","Gm31254"
"ENSMUSG00000029433","Diablo"
"ENSMUSG00000111817","Gm47154"
"ENSMUSG00000090023","Gm16302"
"ENSMUSG00000059658","Mif-ps6"
"ENSMUSG00000031932","Gpr83"
"ENSMUSG00000133343","Gm70613"
"ENSMUSG00000133347","Gm51631"
"ENSMUSG00000133364","Gm70614"
"ENSMUSG00000133371","Gm70615"
"ENSMUSG00000133391","Gm39697"
"ENSMUSG00000031933","Izumo1r"
"ENSMUSG00000120884","Gm57140"
"ENSMUSG00000133398","Gm70616"
"ENSMUSG00000133404","Gm70617"
"ENSMUSG00000133424","Gm70618"
"ENSMUSG00000133426","Gm70619"
"ENSMUSG00000133427","Gm70620"
"ENSMUSG00000104487","Gm31373"
"ENSMUSG00000133439","Gm70621"
"ENSMUSG00000133453","Gm70622"
"ENSMUSG00000087881","Gm22442"
"ENSMUSG00000044795","Cyb5d1"
"ENSMUSG00000133455","Gm36358"
"ENSMUSG00000029431","B3gnt4"
"ENSMUSG00000133466","Gm70623"
"ENSMUSG00000114278","Gm49027"
"ENSMUSG00000110995","Gm18789"
"ENSMUSG00000059278","Naa38"
"ENSMUSG00002076894","Gm55317"
"ENSMUSG00000098951","Mir7647"
"ENSMUSG00000110766","Gm47214"
"ENSMUSG00000029434","Vps33a"
"ENSMUSG00000031934","Panx1"
"ENSMUSG00000133480","Gm70624"
"ENSMUSG00000133491","Gm70625"
"ENSMUSG00000097845","A230020J21Rik"
"ENSMUSG00000133508","Gm70626"
"ENSMUSG00000101211","Gm28818"
"ENSMUSG00000045377","Tmem88"
"ENSMUSG00000133531","Gm70627"
"ENSMUSG00000133544","Gm53488"
"ENSMUSG00000018476","Kdm6b"
"ENSMUSG00000089767","4930556I23Rik"
"ENSMUSG00000031936","Hephl1"
"ENSMUSG00000133579","Gm35243"
"ENSMUSG00000133583","Gm70631"
"ENSMUSG00000133614","Gm70632"
"ENSMUSG00000133663","Gm46242"
"ENSMUSG00000044689","Gm13749"
"ENSMUSG00000133750","Gm70634"
"ENSMUSG00000133766","Gm70635"
"ENSMUSG00000104704","Gm43133"
"ENSMUSG00000123665","Gm67678"
"ENSMUSG00000133767","Gm39714"
"ENSMUSG00000049550","Clip1"
"ENSMUSG00000129889","Gm68430"
"ENSMUSG00000138713","Gm69289"
"ENSMUSG00000138674","Gm69285"
"ENSMUSG00000126866","Gm68132"
"ENSMUSG00000058594","Fbh1"
"ENSMUSG00000128039","Gm68256"
"ENSMUSG00000121476","Gm69070"
"ENSMUSG00000121798","Gm70636"
"ENSMUSG00002076081","Gm56124"
"ENSMUSG00000000805","Car4"
"ENSMUSG00000120125","Gm57108"
"ENSMUSG00000133814",""
"ENSMUSG00000133830","Gm70638"
"ENSMUSG00000135978","Gm69084"
"ENSMUSG00000133860","Gm35192"
"ENSMUSG00000128017","Gm68254"
"ENSMUSG00000133875","Gm70640"
"ENSMUSG00000042688","Mapk6"
"ENSMUSG00000097934","6720483E21Rik"
"ENSMUSG00000085054","Gm15834"
"ENSMUSG00000133908","Gm70642"
"ENSMUSG00000133913","Gm70643"
"ENSMUSG00000133968","Gm53485"
"ENSMUSG00000111545","Gm18015"
"ENSMUSG00000103613","Gm34882"
